business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity
OPERATIONAL,"{'location': {'lat': 33.9015956, 'lng': -117.4935935}, 'viewport': {'northeast': {'lat': 33.90288597989272, 'lng': -117.4923366201073}, 'southwest': {'lat': 33.90018632010727, 'lng': -117.4950362798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Riverside Engineering,{'open_now': True},"[{'height': 381, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104800988453417999919"">Imagination Designs</a>'], 'photo_reference': 'AWU5eFiZX5jaRRiTjT-0bA3YXTYXt3CYITpgIuSWztM-zrec5g6S2saXvxzbx4h_wahlQzhMxfHpQuKeS4xX_gI6q_heYp6Q0kzxCj-Zh0D8szlReTXke4v5GFu1ZTnJlmCjHXGExlyS28m5nQdYC0aQgEItP_9bOhHDqWfdBSlDi0SlADwJ', 'width': 850}]",ChIJuxn5DdK23IARpLRmp7OMa3A,"{'compound_code': 'WG24+JH Riverside, California', 'global_code': '8554WG24+JH'}",5.0,ChIJuxn5DdK23IARpLRmp7OMa3A,GOOGLE,"['point_of_interest', 'establishment']",2,"11801 Pierce St Suite 200, Riverside"
OPERATIONAL,"{'location': {'lat': 34.1285871, 'lng': -117.6593718}, 'viewport': {'northeast': {'lat': 34.12995682989272, 'lng': -117.6580219201073}, 'southwest': {'lat': 34.12725717010727, 'lng': -117.6607215798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Leonard Engineering,,,ChIJzb3FFCcxw4ARfr8cIZxNdaU,"{'compound_code': '48HR+97 Upland, California', 'global_code': '856448HR+97'}",5.0,ChIJzb3FFCcxw4ARfr8cIZxNdaU,GOOGLE,"['point_of_interest', 'establishment']",1,"672 W 18th St, Upland"
OPERATIONAL,"{'location': {'lat': 33.8872383, 'lng': -117.5619414}, 'viewport': {'northeast': {'lat': 33.88855887989272, 'lng': -117.5604220701073}, 'southwest': {'lat': 33.88585922010728, 'lng': -117.5631217298928}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Goss Engineering, Inc",{'open_now': True},,ChIJj30rYRHI3IARR3hvfGUnO3c,"{'compound_code': 'VCPQ+V6 Corona, California', 'global_code': '8554VCPQ+V6'}",4.8,ChIJj30rYRHI3IARR3hvfGUnO3c,GOOGLE,"['point_of_interest', 'establishment']",5,"255 E Rincon St STE 301, Corona"
OPERATIONAL,"{'location': {'lat': 34.0928631, 'lng': -117.880209}, 'viewport': {'northeast': {'lat': 34.09429062989272, 'lng': -117.8788591701073}, 'southwest': {'lat': 34.09159097010728, 'lng': -117.8815588298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Winter Engineering,{'open_now': True},"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114542230839889094681"">Humberto Lopez</a>'], 'photo_reference': 'AWU5eFhItNXkHsp_tiblGfEIGZjhCsjVH5_3t2YMpKwNBvii2mG-r6-Zizl14sUG_00lX2--bB0f4lIqvgKCRe8q2nY3dzlrHW99RFzu5tQ7-5IDGAfxZwB5b6J1kAACg7n7WbnWIBumACDw2achEgg1Z8s21X3f7zghipJfDhDseezFSflE', 'width': 3456}]",ChIJjZWPGl8ow4ARt5BzDEVWYfw,"{'compound_code': '34V9+4W Covina, California', 'global_code': '856434V9+4W'}",5.0,ChIJjZWPGl8ow4ARt5BzDEVWYfw,GOOGLE,"['point_of_interest', 'establishment']",4,"530 E Edna Pl A, Covina"
OPERATIONAL,"{'location': {'lat': 34.0771566, 'lng': -117.5790779}, 'viewport': {'northeast': {'lat': 34.07860672989272, 'lng': -117.5777277201073}, 'southwest': {'lat': 34.07590707010727, 'lng': -117.5804273798928}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Astral Engineers,{'open_now': True},"[{'height': 880, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113875648224229817023"">A Google User</a>'], 'photo_reference': 'AWU5eFg3d1N1AsXQ3oFaJWyWJtzrZtunoam1X2rg-M8dpqn4hoh3qHOzsqt-eoqlvRE8iSdXxpNw5PUEazpYiYWaaHCQVNthC9Ky8-1Tlom-j8KqtuNmPwDQt22dvbaml3xT0hl_xjScwZv1dqUEFT-PHLSQl3qtbh61wq1Sz0_oTcWKvqHD', 'width': 883}]",ChIJ4UgshjoguyURi4E6xRrV2jM,"{'compound_code': '3CGC+V9 Ontario, California', 'global_code': '85643CGC+V9'}",0.0,ChIJ4UgshjoguyURi4E6xRrV2jM,GOOGLE,"['point_of_interest', 'establishment']",0,"3310 E 4th St, Ontario"
OPERATIONAL,"{'location': {'lat': 34.0427702, 'lng': -117.6376724}, 'viewport': {'northeast': {'lat': 34.04408422989273, 'lng': -117.6365178201073}, 'southwest': {'lat': 34.04138457010728, 'lng': -117.6392174798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Allied Mechanical,{'open_now': True},,ChIJZy9yTYM0w4ARTgIhl6OLQIA,"{'compound_code': '29V6+3P Ontario, California', 'global_code': '856429V6+3P'}",4.5,ChIJZy9yTYM0w4ARTgIhl6OLQIA,GOOGLE,"['point_of_interest', 'establishment']",8,"1720 S Bon View Ave, Ontario"
OPERATIONAL,"{'location': {'lat': 33.877902, 'lng': -117.8900596}, 'viewport': {'northeast': {'lat': 33.87925397989272, 'lng': -117.8885555701073}, 'southwest': {'lat': 33.87655432010728, 'lng': -117.8912552298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Department of Mechanical Engineering,{'open_now': True},,ChIJd5oRMszV3IARqgXqYAuBz38,"{'compound_code': 'V4H5+5X Fullerton, California', 'global_code': '8554V4H5+5X'}",0.0,ChIJd5oRMszV3IARqgXqYAuBz38,GOOGLE,"['university', 'point_of_interest', 'establishment']",0,"800 N State College Blvd, Fullerton"
OPERATIONAL,"{'location': {'lat': 34.12299760000001, 'lng': -117.7988137}, 'viewport': {'northeast': {'lat': 34.12437897989272, 'lng': -117.7973173701073}, 'southwest': {'lat': 34.12167932010728, 'lng': -117.8000170298928}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Athena Engineering, Inc.",{'open_now': True},"[{'height': 540, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114845009814509980451"">A Google User</a>'], 'photo_reference': 'AWU5eFgq_xQ9pi_-dZnN49ETJ7-ZyVBGa3A5kdYLHgrl-sK-UjEkHDpj36m78wctLUQrOKKv3VjVVbdDTbfQqfKc6N5phnCgbprWmPAEp_ckU8JoafM3xfAd0zsqiDu6RHNvza7mgAWLqmLCWU0fPX1OK_YoYWwgahqjIdjzXR-dTiPwkFDs', 'width': 720}]",ChIJ97GJYG4vw4ARG9TznHJLElk,"{'compound_code': '46F2+5F San Dimas, California', 'global_code': '856446F2+5F'}",4.0,ChIJ97GJYG4vw4ARG9TznHJLElk,GOOGLE,"['general_contractor', 'point_of_interest', 'establishment']",1,"456 E Foothill Blvd, San Dimas"
OPERATIONAL,"{'location': {'lat': 34.0695858, 'lng': -117.5474718}, 'viewport': {'northeast': {'lat': 34.07095557989272, 'lng': -117.5460730701073}, 'southwest': {'lat': 34.06825592010728, 'lng': -117.5487727298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dcga Engineers,{'open_now': True},,ChIJDSpP5YFKw4ARLDzp8do4ZyQ,"{'compound_code': '3F93+R2 Ontario, California', 'global_code': '85643F93+R2'}",5.0,ChIJDSpP5YFKw4ARLDzp8do4ZyQ,GOOGLE,"['point_of_interest', 'establishment']",3,"4750 Ontario Mills Pkwy, Ontario"
OPERATIONAL,"{'location': {'lat': 33.8597598, 'lng': -117.8286242}, 'viewport': {'northeast': {'lat': 33.86100057989272, 'lng': -117.8271813701073}, 'southwest': {'lat': 33.85830092010728, 'lng': -117.8298810298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"H2S Engineers Inc,",{'open_now': True},"[{'height': 1046, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113373603119270011605"">A Google User</a>'], 'photo_reference': 'AWU5eFiR6f1lFNrCcZ8J8JnnEpfulQW_jq6nADh3OXTcrXpIx7kV7a9WhKHO4YMLV4PywO_SFwzJmzlU0Ifw3huZNS1Crt32ySWqJdkQd5kFtH9QWxgy-ZJPbRyuJnJ_Po8BwEFFXKcNEnssuwp_bKvUknjDZKWgb4b-MoZKRiGCD4tle3X1', 'width': 1272}]",ChIJKxG6Il3Z3IARfWS8aSTythM,"{'compound_code': 'V55C+WH Anaheim, California', 'global_code': '8554V55C+WH'}",0.0,ChIJKxG6Il3Z3IARfWS8aSTythM,GOOGLE,"['point_of_interest', 'establishment']",0,"4095 E La Palma Ave Suite F, Anaheim"
OPERATIONAL,"{'location': {'lat': 34.0061303, 'lng': -117.8073374}, 'viewport': {'northeast': {'lat': 34.00720922989272, 'lng': -117.8060763201073}, 'southwest': {'lat': 34.00450957010728, 'lng': -117.8087759798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Engineering Services & Consulting,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100928900380146792143"">Karina Armenta</a>'], 'photo_reference': 'AWU5eFjh6Sk_90-8ujnISMiKRyRzO7UipWMRXeArBpzoAFejYI041NDDYTf2yqUlHwD67qE3RLI4QsEUwOm0yEdTl1FA-qgmIjEuphxWYpqQv1J_xkY9RUbaFQ0xMg9cOS-NSilX2YlLXz9y_8VubCbFq_9M8xrTIDnXeKTlbfHTzJxFnpNx', 'width': 3024}]",ChIJAX8IqvQsw4ARNC-QmIHYbHQ,"{'compound_code': '254V+F3 Diamond Bar, California', 'global_code': '8564254V+F3'}",5.0,ChIJAX8IqvQsw4ARNC-QmIHYbHQ,GOOGLE,"['point_of_interest', 'establishment']",1,"1003 Banner Ridge Rd, Diamond Bar"
OPERATIONAL,"{'location': {'lat': 33.8525303, 'lng': -117.856863}, 'viewport': {'northeast': {'lat': 33.85379217989271, 'lng': -117.8554272701073}, 'southwest': {'lat': 33.85109252010727, 'lng': -117.8581269298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,ACC & Engineering - American Construction Company,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110495469383011876826"">Ben Hamed</a>'], 'photo_reference': 'AWU5eFhHnvLNVw0i6K_0VluyYbZx4OudjyNHcOu2wiQNSSikCrIrrS6yM84048k2snB7SH2ZJv6b7W8FJdISJ_IuYiCUtP-P3gaa-DEpmGlPmgoRBZ4NmJNhqyT-tdt-nPBsOScwV28IYIQzq33p1bFgPpnYQ9_3LFctAovN0U2HTB2ThVyK', 'width': 4032}]",ChIJmU0zBw7X3IARIr1-vzmP_nA,"{'compound_code': 'V43V+27 Anaheim, California', 'global_code': '8554V43V+27'}",5.0,ChIJmU0zBw7X3IARIr1-vzmP_nA,GOOGLE,"['general_contractor', 'point_of_interest', 'establishment']",58,"1130 N Kraemer Blvd # I, Anaheim"
OPERATIONAL,"{'location': {'lat': 33.8629684, 'lng': -117.830803}, 'viewport': {'northeast': {'lat': 33.86437892989272, 'lng': -117.8292851201073}, 'southwest': {'lat': 33.86167927010728, 'lng': -117.8319847798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,AJ Engineering,{'open_now': True},,ChIJVVWVy0rR3IAR_QxZtP1rQRY,"{'compound_code': 'V579+7M Placentia, California', 'global_code': '8554V579+7M'}",0.0,ChIJVVWVy0rR3IAR_QxZtP1rQRY,GOOGLE,"['point_of_interest', 'establishment']",0,"1601 E Miraloma Ave, Placentia"
OPERATIONAL,"{'location': {'lat': 34.0744593, 'lng': -117.5660323}, 'viewport': {'northeast': {'lat': 34.07571007989272, 'lng': -117.5645561201073}, 'southwest': {'lat': 34.07301042010727, 'lng': -117.5672557798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,IMEG,{'open_now': True},"[{'height': 640, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105919100717703118496"">IMEG - Formerly TTG Corp</a>'], 'photo_reference': 'AWU5eFitAO2ELV-IOftquWXBmbWymAvtfdgD2z_AgV_IKFPKVFNVEh537456ee5aYzk9yND6cdMLMyfbxJ8A8JELWAu9lLf-nrvq76NLPbf7Df6udEAsewFSlcFjSF9ppfW7gK-ff92uj3LoNIYSINmtSncH8ZeforSdkTTP0GzC-8EyfyeX', 'width': 640}]",ChIJMeFsQZ01w4ARxXL-_XEcXv8,"{'compound_code': '3CFM+QH Ontario, California', 'global_code': '85643CFM+QH'}",5.0,ChIJMeFsQZ01w4ARxXL-_XEcXv8,GOOGLE,"['point_of_interest', 'establishment']",1,"901 Via Piemonte #400, Ontario"
OPERATIONAL,"{'location': {'lat': 34.0103004, 'lng': -117.6801439}, 'viewport': {'northeast': {'lat': 34.01163467989272, 'lng': -117.6788135701073}, 'southwest': {'lat': 34.00893502010728, 'lng': -117.6815132298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Transtech Engineers,{'open_now': True},"[{'height': 4048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100339144136498218020"">Tori McQuiston</a>'], 'photo_reference': 'AWU5eFjDExAEWo9Zx0BAm5QViYq2TEFtTuyxiA90sws570gZnyo5ZrR1HrXvXUSpUiD9qTiocITQK2gcfFfZdpOT6OQQnEQhq0sMBckN9DDLhd9ddOncIfx_a1M_O_PD-Z-cPvPC8x8j-0DgWGebh24FcuHbiDgZjMuBUPoOLHha7CvMNr_y', 'width': 3036}]",ChIJLfapgJwrw4ARrmVoJj3C4lQ,"{'compound_code': '2869+4W Chino, California', 'global_code': '85642869+4W'}",4.8,ChIJLfapgJwrw4ARrmVoJj3C4lQ,GOOGLE,"['point_of_interest', 'establishment']",5,"13367 Benson Ave, Chino"
OPERATIONAL,"{'location': {'lat': 33.8839248, 'lng': -117.5951385}, 'viewport': {'northeast': {'lat': 33.88522622989272, 'lng': -117.5937635201073}, 'southwest': {'lat': 33.88252657010727, 'lng': -117.5964631798928}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,M D Engineering,{'open_now': True},"[{'height': 1944, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115677098075276693283"">christopher gerdes</a>'], 'photo_reference': 'AWU5eFjgrGa873yhlz1MmeBx_gMoKqdEW8RiNAOiSuhT4KhAZ5Etdt-K4id2pJt9rXe0TywQoVRDfTBPyjpSACN2fzUdvp85AFIsKfcKL-0ItxXvsra0PD8jDYvH30uRqcRsqAj4iuTHkF-ZcN3G061Ww-raDBE-Q_lCVS73ajpEA2aaGe7a', 'width': 2592}]",ChIJXe9KuFjI3IAR-uP48FuLmqo,"{'compound_code': 'VCM3+FW Corona, California', 'global_code': '8554VCM3+FW'}",1.0,ChIJXe9KuFjI3IAR-uP48FuLmqo,GOOGLE,"['point_of_interest', 'establishment']",1,"1550 Consumer Cir, Corona"
OPERATIONAL,"{'location': {'lat': 34.0796236, 'lng': -117.4871755}, 'viewport': {'northeast': {'lat': 34.08123652989273, 'lng': -117.4858275701073}, 'southwest': {'lat': 34.07853687010728, 'lng': -117.4885272298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Pacific Mechanical Construction Dba, PMC Inc.",{'open_now': True},"[{'height': 788, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117925675135507415947"">A Google User</a>'], 'photo_reference': 'AWU5eFjH6z8G2YCMt1ERJVLMNpEZxO1i55TgBdbuLxX9QIDQLKdbID3dq7Zav9abDxLvbRvSwmFNKvdiogmE7_qGO3RUhso4a0j55D9wVFAthAZvL0o6y0Ts1JXf_t3oe2LmQ7Lyq9d-Nksr_sx9fqqgRF4Feg3niQcAjDZ93Dgfv2tLuueg', 'width': 1440}]",ChIJubcy0f5Lw4ARlO-Snv_3NLs,"{'compound_code': '3GH7+R4 Fontana, California', 'global_code': '85643GH7+R4'}",5.0,ChIJubcy0f5Lw4ARlO-Snv_3NLs,GOOGLE,"['general_contractor', 'point_of_interest', 'establishment']",2,"14563 Manzanita Dr, Fontana"
OPERATIONAL,"{'location': {'lat': 33.865455, 'lng': -117.88809}, 'viewport': {'northeast': {'lat': 33.86680502989272, 'lng': -117.8867023201073}, 'southwest': {'lat': 33.86410537010727, 'lng': -117.8894019798928}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rozak Engineering,,,ChIJwysstHnW3IARkDTF8Odh5ls,"{'compound_code': 'V486+5Q Fullerton, California', 'global_code': '8554V486+5Q'}",0.0,ChIJwysstHnW3IARkDTF8Odh5ls,GOOGLE,"['point_of_interest', 'establishment']",0,"556 State College Blvd, Fullerton"
OPERATIONAL,"{'location': {'lat': 33.8655731, 'lng': -117.8884251}, 'viewport': {'northeast': {'lat': 33.86688907989272, 'lng': -117.8870745201073}, 'southwest': {'lat': 33.86418942010728, 'lng': -117.8897741798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Huffman Engineering Inc,,,ChIJwysstHnW3IAR1URpWtHWTgE,"{'compound_code': 'V486+6J Fullerton, California', 'global_code': '8554V486+6J'}",0.0,ChIJwysstHnW3IAR1URpWtHWTgE,GOOGLE,"['point_of_interest', 'establishment']",0,"578 S State College Blvd, Fullerton"
OPERATIONAL,"{'location': {'lat': 34.0347825, 'lng': -117.6007963}, 'viewport': {'northeast': {'lat': 34.03608272989273, 'lng': -117.5994473201073}, 'southwest': {'lat': 34.03338307010728, 'lng': -117.6021469798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MVI Engineering & Manufacturing,{'open_now': True},,ChIJV80bWtk0w4AR3nIWVOG1wjc,"{'compound_code': '29MX+WM Ontario, California', 'global_code': '856429MX+WM'}",0.0,ChIJV80bWtk0w4AR3nIWVOG1wjc,GOOGLE,"['point_of_interest', 'establishment']",0,"2131 S Hellman Ave Unit J, Ontario"
OPERATIONAL,"{'location': {'lat': 33.85253429999999, 'lng': -117.864975}, 'viewport': {'northeast': {'lat': 33.85367977989272, 'lng': -117.8634590701072}, 'southwest': {'lat': 33.85098012010728, 'lng': -117.8661587298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,DynamC LLC | Machine Builder + Robot Integrator + System Integrator + Industrial Automation + Material Handling,{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103273997329394339742"">Tony Cao</a>'], 'photo_reference': 'AWU5eFgQ68rylh9mgeVNi8JMbmv_crCSdsjBpoqTPPEsEPuIxFYrgP8SxS7ZgQGonysLfbFHHIypnglTRisYchHM4Vv79x2S-iDrsZd5yU9gH1k2OslY2T0aX1SrHWVOw3Bh5URAlDDHDYGtsiOm4Zv1OO34Oe-SfozQHFdo73VYH9dw_iB7', 'width': 4000}]",ChIJ7yz9gIXW3IARUJEqsb4x3a0,"{'compound_code': 'V43P+22 Anaheim, California', 'global_code': '8554V43P+22'}",5.0,ChIJ7yz9gIXW3IARUJEqsb4x3a0,GOOGLE,"['point_of_interest', 'establishment']",42,"1181 N Red Gum St, Anaheim"
OPERATIONAL,"{'location': {'lat': 33.9671973, 'lng': -117.8487175}, 'viewport': {'northeast': {'lat': 33.96856587989272, 'lng': -117.8474604201073}, 'southwest': {'lat': 33.96586622010727, 'lng': -117.8501600798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sam Engineering,{'open_now': True},"[{'height': 2269, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118084853129309656292"">A Google User</a>'], 'photo_reference': 'AWU5eFgearpDsP1Qdjk1NOcmtd_n2lwv8p50A0OMWyerC_LFI9h1892H9DOI9Z9E4MmleejOqbs-324CAJKkLoW-mXCNdxSOZgKPEDP8P6Yo45W5TMcz7NGTPqDzJEv0_Fv1soJoIP6vai2PHNWVzsGPuIYge3iV8Do5QsquB6cxutXhvXrl', 'width': 4032}]",ChIJLat0f0krw4ARTgEAIgF_1Cg,"{'compound_code': 'X582+VG Diamond Bar, California', 'global_code': '8554X582+VG'}",5.0,ChIJLat0f0krw4ARTgEAIgF_1Cg,GOOGLE,"['real_estate_agency', 'point_of_interest', 'establishment']",11,"3333 S Brea Canyon Rd STE 104, Diamond Bar"
OPERATIONAL,"{'location': {'lat': 33.8826592, 'lng': -117.5357348}, 'viewport': {'northeast': {'lat': 33.88394812989272, 'lng': -117.5345021701073}, 'southwest': {'lat': 33.88124847010727, 'lng': -117.5372018298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,K & B Engineering,{'open_now': True},"[{'height': 2560, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114485811107918889126"">cecilia joy</a>'], 'photo_reference': 'AWU5eFgamJgEMjibX5xuwsVwIv5MnHlSaO-g8CJPlD-F-4hMi8-iZES8RLiBVLrhREubtz2r3s2jKHo2DYycg8-yUrUV3l5tchW-dfcbVqXOLNCT-73lU72JWLHuDAEabIOJpkgIMslpZvXX_DLQWTRzbTha46tJDQ4tRwEtnC0fA4a_-pXC', 'width': 1440}]",ChIJowmXw--33IARI2xcH5ZMCzo,"{'compound_code': 'VFM7+3G Corona, California', 'global_code': '8554VFM7+3G'}",3.9,ChIJowmXw--33IARI2xcH5ZMCzo,GOOGLE,"['point_of_interest', 'establishment']",14,"290 Corporate Terrace Cir # 20, Corona"
OPERATIONAL,"{'location': {'lat': 33.858724, 'lng': -117.7441248}, 'viewport': {'northeast': {'lat': 33.86012282989272, 'lng': -117.7427352701073}, 'southwest': {'lat': 33.85742317010727, 'lng': -117.7454349298928}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Peyman Group,{'open_now': True},"[{'height': 1432, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115058060964607443013"">A Google User</a>'], 'photo_reference': 'AWU5eFh4PPa1ssKJknWh2UdU99lv7SLmcpMQ9pjwch9hPjA_Lw7EULvNZcLOJiO3m5Zak9yy1xb0MHwZq5z2dvWTR6AQqTu_8teP5-A0jI_yWVON_kde6YmX1auyL_Qt3_PHA-jiwaJjrbCZNFc5NfQsK7G67S2Zltz68MEtJQRh6Dpi1Qni', 'width': 1500}]",ChIJOQAuHx3U3IAR7eYnURsz-J4,"{'compound_code': 'V754+F8 Anaheim, California', 'global_code': '8554V754+F8'}",0.0,ChIJOQAuHx3U3IAR7eYnURsz-J4,GOOGLE,"['point_of_interest', 'establishment']",0,"755 S Edgeview Cir, Anaheim"
OPERATIONAL,"{'location': {'lat': 34.0967352, 'lng': -117.5992573}, 'viewport': {'northeast': {'lat': 34.09804092989273, 'lng': -117.5979082701073}, 'southwest': {'lat': 34.09534127010728, 'lng': -117.6006079298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,A G Engineering Inc,,,ChIJF98E9Cw0w4ARhzwe8Yxrcsk,"{'compound_code': '3CW2+J7 Rancho Cucamonga, California', 'global_code': '85643CW2+J7'}",5.0,ChIJF98E9Cw0w4ARhzwe8Yxrcsk,GOOGLE,"['point_of_interest', 'establishment']",5,"8647 Helms Ave #4521, Rancho Cucamonga"
OPERATIONAL,"{'location': {'lat': 33.9983364, 'lng': -117.8847415}, 'viewport': {'northeast': {'lat': 33.99967942989272, 'lng': -117.8833308201073}, 'southwest': {'lat': 33.99697977010727, 'lng': -117.8860304798928}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,California Professional Engineering Inc.,{'open_now': True},,ChIJs0oXWFEqw4ARdbFT_fPqtRU,"{'compound_code': 'X4X8+84 La Puente, California', 'global_code': '8554X4X8+84'}",4.8,ChIJs0oXWFEqw4ARdbFT_fPqtRU,GOOGLE,"['electrician', 'point_of_interest', 'establishment']",4,"19062 San Jose Ave, La Puente"
OPERATIONAL,"{'location': {'lat': 34.1235656, 'lng': -117.68147}, 'viewport': {'northeast': {'lat': 34.12490617989272, 'lng': -117.6801381201073}, 'southwest': {'lat': 34.12220652010728, 'lng': -117.6828377798928}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,H & A Engineering & Consultant,,,ChIJ1zdqiQIxw4ARpuYBluPUq6g,"{'compound_code': '48F9+CF Upland, California', 'global_code': '856448F9+CF'}",5.0,ChIJ1zdqiQIxw4ARpuYBluPUq6g,GOOGLE,"['point_of_interest', 'establishment']",1,"1660 N San Gabriel Rd, Upland"
